tree,species,dbh_cm,height_m,model_ht,site,species_matched,wood_density,agb,prec_90m
1,Eucalyptus_cullenii,32.5,15,11.288748126437046,station_creek,Eucalyptus cullenii,0.9771175,0.8265412300301462,1129
2,Eucalyptus_cullenii,43.2,14,11.955819793824372,station_creek,Eucalyptus cullenii,0.9771175,1.3467542952286138,1129
3,Acacia_disparrima,20.9,9.5,8.645594327177324,station_creek,Racosperma disparrimum,0.6097,0.14108221185389624,1129
3,Acacia_disparrima,10.5,3.8112479865505784,3.8112479865505784,station_creek,Racosperma disparrimum,0.6097,0.01509286117154232,1129
4,Corymbia_clarksoniana,16.7,6.919828515180993,6.919828515180993,station_creek,Corymbia clarksoniana,0.8453,0.0919291549888854,1129
5,Callitris_intratropica,22.8,6,9.28570158210886,station_creek,Callitris columellaris,0.5530328371730769,0.0970743302458786,1129
6,Terminalia_subacroptera,10.5,4.5,3.8112479865505784,station_creek,Terminalia subacroptera,0.654,0.01900710053346365,1129
7,Eucalyptus_cullenii,45.3,14,12.001297171402896,station_creek,Eucalyptus cullenii,0.9771175,1.4775010080904998,1129
8,Eucalyptus_cullenii,46.2,15,12.01639790927286,station_creek,Eucalyptus cullenii,0.9771175,1.6422880691463773,1129
9,Corymbia_clarksoniana,22.8,8,9.28570158210886,station_creek,Corymbia clarksoniana,0.8453,0.19448330267354944,1129
10,Corymbia_clarksoniana,35.2,12.5,11.557424934109337,station_creek,Corymbia clarksoniana,0.8453,0.7017996126074018,1129
11,Corymbia_clarksoniana,21.1,10.5,8.7172099822226,station_creek,Corymbia clarksoniana,0.8453,0.21800064621526088,1129
12,Corymbia_clarksoniana,14.2,5,5.718178120082107,station_creek,Corymbia clarksoniana,0.8453,0.04877971345363959,1129
13,Corymbia_clarksoniana,16.2,4,6.688356713454342,station_creek,Corymbia clarksoniana,0.8453,0.05074129328742183,1129
14,Terminalia_subacroptera,43.4,11,11.9608572756563,station_creek,Terminalia subacroptera,0.654,0.7257685742052338,1129
15,Terminalia_subacroptera,16.1,5.5,6.641481156406993,station_creek,Terminalia subacroptera,0.654,0.05325213711260242,1129
16,Larsenaikia_ochreata,12.1,3.5,4.644288526065775,station_creek,Larsenaikia ochreata,0.6663,0.01997672338870994,1129
17,Eucalyptus_cullenii,24.3,8,9.728087473321368,station_creek,Eucalyptus cullenii,0.9771175,0.25370113262142585,1129
18,Corymbia_clarksoniana,21,9,8.681526616382207,station_creek,Corymbia clarksoniana,0.8453,0.18581913106414233,1129
19,Santalum_acuminatum,24.1,7,9.67225402353596,station_creek,Santalum acuminatum,0.6768730000000001,0.15314507558904905,1129
20,Eucalyptus_cullenii,24.5,15,9.782965919771966,station_creek,Eucalyptus cullenii,0.9771175,0.4761243559879024,1129
21,Corymbia_clarksoniana,17.8,9.5,7.41095937486756,station_creek,Corymbia clarksoniana,0.8453,0.1418586281316568,1129
22,Larsenaikia_ochreata,11.4,4.5,4.279991757008035,station_creek,Larsenaikia ochreata,0.6663,0.02272639157190638,1129
23,Eucalyptus_cullenii,43,16.5,11.950616838081528,station_creek,Eucalyptus cullenii,0.9771175,1.5667434493467205,1129
24,Santalum_acuminatum,13.7,5,5.466409064922514,station_creek,Santalum acuminatum,0.6768730000000001,0.03661536381505417,1129
25,Corymbia_clarksoniana,15.7,12,6.452121801714172,station_creek,Corymbia clarksoniana,0.8453,0.1394616149531058,1129
26,Brachychiton_diversifolius,39.3,13,11.818153524239571,station_creek,Brachychiton diversifolius,0.387225,0.4220173455862597,1129
27,Corymbia_clarksoniana,27,12.5,10.391147494117908,station_creek,Corymbia clarksoniana,0.8453,0.41819988848832246,1129
28,Acacia_disparrima,24.3,6,9.728087473321368,station_creek,Racosperma disparrimum,0.6097,0.12091147996711972,1129
29,Eucalyptus_cullenii,26.2,12.5,10.211799491109335,station_creek,Eucalyptus cullenii,0.9771175,0.4542672481261993,1129
30,Corymbia_clarksoniana,22.7,8.5,9.254249707814106,station_creek,Corymbia clarksoniana,0.8453,0.20457521538089984,1129
31,Eucalyptus_cullenii,11.5,4.5,4.332101631792116,station_creek,Eucalyptus cullenii,0.9771175,0.03359082965375066,1129
32,Larsenaikia_ochreata,16,4,6.594417384582216,station_creek,Larsenaikia ochreata,0.6663,0.03926174152968392,1129
33,Eucalyptus_cullenii,45.4,4.5,12.0030913014965,station_creek,Eucalyptus cullenii,0.9771175,0.4901303218773379,1129
34,Acacia_disparrima,11,5.5,4.071516674079509,station_creek,Racosperma disparrimum,0.6097,0.02364182383713417,1129
35,Terminalia_subacroptera,24.6,7,9.81004887468221,station_creek,Terminalia subacroptera,0.654,0.15414873415092883,1129
36,Corymbia_clarksoniana,14.6,6.5,5.917249706362318,station_creek,Corymbia clarksoniana,0.8453,0.06652699131630259,1129
37,Eucalyptus_cullenii,13.9,5.5,5.567482110422606,station_creek,Eucalyptus cullenii,0.9771175,0.05915098864129214,1129
38,Eucalyptus_cullenii,15.3,10,6.25991583366954,station_creek,Eucalyptus cullenii,0.9771175,0.1278559094288255,1129
39,Eucalyptus_cullenii,16.8,7,6.965525887207932,station_creek,Eucalyptus cullenii,0.9771175,0.10834840880722374,1129
40,Corymbia_clarksoniana,19.7,9.5,8.195104717308322,station_creek,Corymbia clarksoniana,0.8453,0.17291552379463626,1129
41,Acacia_disparrima,16.1,6,6.641481156406993,station_creek,Racosperma disparrimum,0.6097,0.05413625397789502,1129
41,Acacia_disparrima,14.6,5.917249706362318,5.917249706362318,station_creek,Racosperma disparrimum,0.6097,0.04412596989041597,1129
42,Larsenaikia_ochreata,12.7,4,4.954899979477703,station_creek,Larsenaikia ochreata,0.6663,0.02501221866765504,1129
43,Ficus_opposita,17.2,4.5,7.14625512760657,station_creek,Ficus opposita,0.441,0.03390580573312771,1129
44,Larsenaikia_ochreata,12.1,4,4.644288526065775,station_creek,Larsenaikia ochreata,0.6663,0.0227574918759607,1129
45,Larsenaikia_ochreata,10.1,3.5,3.603730784131032,station_creek,Larsenaikia ochreata,0.6663,0.01403985216637931,1129
46,Eucalyptus_cullenii,31.4,12.5,11.150760440916834,station_creek,Eucalyptus cullenii,0.9771175,0.6468356956533927,1129
47,Eucalyptus_cullenii,43,5.5,11.950616838081528,station_creek,Eucalyptus cullenii,0.9771175,0.5362009053789982,1129
48,Corymbia_clarksoniana,32.9,9.5,11.334541849166596,station_creek,Corymbia clarksoniana,0.8453,0.4705462361642768,1129
1,Syzygium_trachyphloium,34.6,20,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.4973530295324821,2630
2,Syzygium_trachyphloium,17.8,17,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.09446833233247268,2630
3,Syzygium_trachyphloium,12.5,8,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.03841060695040081,2630
4,Syzygium_trachyphloium,41,30,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.7551521580532642,2630
5,Beilschmiedia_recurva,45.9,32,NA,mtlwrf,Beilschmiedia recurva,0.58685,1.2122158036837138,2630
6,Endiandra_monothyra,13.3,15,NA,mtlwrf,Endiandra monothyra,0.65125,0.06033371835392516,2630
7,Gossia_lewisensis,10.2,18,NA,mtlwrf,Gossia lewisensis,0.7795,0.03600356416878933,2630
8,Endiandra_monothyra,28,27.5,NA,mtlwrf,Endiandra monothyra,0.65125,0.3944800806777097,2630
9,Syzygium_trachyphloium,36.9,32,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.5828764508108359,2630
10,Doryphora_aromatica,30.4,28,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.36430612352617703,2630
11,Oraniopsis_appendiculata,14.8,3,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.0802484485449138,2630
12,Syzygium_trachyphloium,27,24,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.2688739737866172,2630
13,Doryphora_aromatica,17.9,15,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.09667447885565109,2630
14,Neisosperma_poweri,10.8,6.5,NA,mtlwrf,Ochrosia poweri,0.5753,0.03154647746198033,2630
15,Syzygium_trachyphloium,11.7,8,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.03241638189569296,2630
16,Oraniopsis_appendiculata,13.2,2,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.05992861688806676,2630
17,Beilschmiedia_recurva,32.6,30,NA,mtlwrf,Beilschmiedia recurva,0.58685,0.5227610238657748,2630
18,Daphnandra_repandula,18.2,24,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.11959105617308025,2630
19,Endiandra_bessaphila,33.6,22,NA,mtlwrf,Endiandra bessaphila,0.65125,0.6199563430808918,2630
20,Daphnandra_repandula,14.5,24,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.06717019252410737,2630
21,Endiandra_monothyra,10.5,9,NA,mtlwrf,Endiandra monothyra,0.65125,0.03288364832568719,2630
22,Synima_cordierorum,15.7,14,NA,mtlwrf,Synima cordieri,0.8056988888888889,0.11201011473786934,2630
23,Daphnandra_repandula,17.3,24,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.10519007705538698,2630
24,Daphnandra_repandula,10.4,18,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.0286494134845836,2630
25,Neolitsea_dealbata,11.5,18,NA,mtlwrf,Neolitsea dealbata,0.486325,0.03176694019513782,2630
26,Cupaniopsis_flagelliformis,11.1,16,NA,mtlwrf,Cupaniopsis flagelliformis,0.7011000000000001,0.04060879870561893,2630
27,Neolitsea_dealbata,18,22,NA,mtlwrf,Neolitsea dealbata,0.486325,0.09954236309917176,2630
28,Endiandra_bessaphila,14.1,28,NA,mtlwrf,Endiandra bessaphila,0.65125,0.07003985702010915,2630
29,Endiandra_bessaphila,23.9,30,NA,mtlwrf,Endiandra bessaphila,0.65125,0.2657358081185668,2630
31,Cryptocarya_oblata,18.9,26,NA,mtlwrf,Cryptocarya oblata,0.4732396680999999,0.10980969175320188,2630
32,Neolitsea_dealbata,11.1,16,NA,mtlwrf,Neolitsea dealbata,0.486325,0.02900264562784591,2630
33,Citronella_smythii,11.1,9,NA,mtlwrf,Citronella smythii,0.58296062225,0.03426665994122464,2630
34,Xanthophyllum_octandrum,60.4,35,NA,mtlwrf,Xanthophyllum octandrum,0.6807666666666666,2.7076918088185793,2630
35,Daphnandra_repandula,14.6,18,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.06835697647770345,2630
36,Daphnandra_repandula,11.4,16,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.03628978608228319,2630
37,Claoxylon_tenerifolium,14.7,18,NA,mtlwrf,Claoxylon tenerifolium,0.4338,0.05359190188949331,2630
38,Endiandra_monothyra,21.7,22,NA,mtlwrf,Endiandra monothyra,0.65125,0.20859826206603344,2630
39,Castanospora_alphandii,15.5,14,NA,mtlwrf,Castanospora alphandi,0.59775125,0.08237465685138673,2630
39,Castanospora_alphandii,11.6,NA,NA,mtlwrf,Castanospora alphandi,0.59775125,0.03927216023615079,2630
40,Oraniopsis_appendiculata,19.2,1.5,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.15522461029437903,2630
41,Castanospora_alphandii,23.2,22,NA,mtlwrf,Castanospora alphandi,0.59775125,0.2279642304699563,2630
42,Apodytes_brachystylis,15.1,15,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.07204533794326623,2630
43,Daphnandra_repandula,14.3,22,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.0648335302889863,2630
44,Beilschmiedia_recurva,50.3,32,NA,mtlwrf,Beilschmiedia recurva,0.58685,1.515347723934211,2630
45,Endiandra_bessaphila,19.8,28,NA,mtlwrf,Endiandra bessaphila,0.65125,0.16565341831187408,2630
46,Oraniopsis_appendiculata,12.6,5.5,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.0532017338784745,2630
47,Endiandra_dielsiana,62.2,32,NA,mtlwrf,Endiandra dielsiana,0.6500275,2.7857556812341717,2630
48,Apodytes_brachystylis,26,14,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.28332021194210383,2630
48,Apodytes_brachystylis,13.6,NA,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.05517638651974218,2630
49,Sloanea_australis,57.9,28,NA,mtlwrf,Sloanea australis,0.5009891389166666,1.8434899681387436,2630
49,Sloanea_australis,26.5,NA,NA,mtlwrf,Sloanea australis,0.5009891389166666,0.2701710781019497,2630
50,Endiandra_dielsiana,33,28,NA,mtlwrf,Endiandra dielsiana,0.6500275,0.5919239116051365,2630
51,Elaeocarpus_largiflorens,42.5,32,NA,mtlwrf,Elaeocarpus largiflorens,0.3954114867,0.6982740244342887,2630
52,Placospermum_coriaceum,16.8,24,NA,mtlwrf,Placospermum coriaceum,0.5940449999999999,0.1004863614473997,2630
53,Endiandra_monothyra,10.8,10,NA,mtlwrf,Endiandra monothyra,0.65125,0.03535970660103878,2630
54,Melicope_jonesii,52.8,30,NA,mtlwrf,Melicope jonesii,0.53395,1.5630966639220276,2630
55,Endiandra_monothyra,22.9,20,NA,mtlwrf,Endiandra monothyra,0.65125,0.23875910243045215,2630
56,Syzygium_trachyphloium,13,17,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.04246825958203303,2630
57,Endiandra_bessaphila,22.3,24,NA,mtlwrf,Endiandra bessaphila,0.65125,0.2233800312601661,2630
58,Endiandra_sankeyana,19.9,22,NA,mtlwrf,Endiandra pubens,0.6599724974529,0.16983623832444245,2630
59,Endiandra_bessaphila,16.4,23,NA,mtlwrf,Endiandra bessaphila,0.65125,0.10287474699067858,2630
60,Endiandra_bessaphila,13.1,16,NA,mtlwrf,Endiandra bessaphila,0.65125,0.0580406763446949,2630
61,Athertonia_diversifolia,39.9,23,NA,mtlwrf,Athertonia diversifolia,0.58775,0.8613946427674433,2630
62,Doryphora_aromatica,11.3,14,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.02990957989200143,2630
63,Syzygium_trachyphloium,63.7,27,NA,mtlwrf,Syzygium trachyphloium,0.473775,2.2055438228933824,2630
64,Neolitsea_dealbata,22.6,22,NA,mtlwrf,Neolitsea dealbata,0.486325,0.17656161881497345,2630
65,Beilschmiedia_recurva,15.3,15,NA,mtlwrf,Beilschmiedia recurva,0.58685,0.07835998024864148,2630
66,Cardwellia_sublimis,32.9,26,NA,mtlwrf,Cardwellia sublimis,0.4991941851666667,0.46077631338544567,2630
67,Acronychia_acidula,26.3,20,NA,mtlwrf,Acronychia acidula,0.5446711111111111,0.28631583513037895,2630
68,Doryphora_aromatica,18.6,22,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.10651690537910188,2630
69,Endiandra_bessaphila,11.1,18,NA,mtlwrf,Endiandra bessaphila,0.65125,0.03794398531071632,2630
70,Synima_cordierorum,18.5,20,NA,mtlwrf,Synima cordieri,0.8056988888888889,0.16976196132481716,2630
71,Synima_cordierorum,10.8,19,NA,mtlwrf,Synima cordieri,0.8056988888888889,0.0430092088010969,2630
72,Oraniopsis_appendiculata,13.2,6,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.05992861688806676,2630
73,Neolitsea_dealbata,23.4,23,NA,mtlwrf,Neolitsea dealbata,0.486325,0.192644751074551,2630
74,Daphnandra_repandula,13.7,20,NA,mtlwrf,Daphnandra repandula,0.5758916666666667,0.05811599979451859,2630
75,Beilschmiedia_recurva,19.6,27,NA,mtlwrf,Beilschmiedia recurva,0.58685,0.14671488357312734,2630
76,Castanospora_alphandii,14.8,20,NA,mtlwrf,Castanospora alphandi,0.59775125,0.07323587135436987,2630
78,Syzygium_trachyphloium,67.2,25,NA,mtlwrf,Syzygium trachyphloium,0.473775,2.508965211689318,2630
79,Synima_cordierorum,25.5,23,NA,mtlwrf,Synima cordieri,0.8056988888888889,0.38005519028487506,2630
80,Beilschmiedia_recurva,23.7,20,NA,mtlwrf,Beilschmiedia recurva,0.58685,0.23642957433080863,2630
81,Syzygium_trachyphloium,15.6,12,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.06760788489016971,2630
82,Endiandra_monothyra,10.3,8,NA,mtlwrf,Endiandra monothyra,0.65125,0.03129234762947926,2630
83,Endiandra_monothyra,13.4,17,NA,mtlwrf,Endiandra monothyra,0.65125,0.06150010463219448,2630
84,Apodytes_brachystylis,19.4,18,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.13592335865122482,2630
84,Apodytes_brachystylis,11.1,NA,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.03277781500198332,2630
84,Apodytes_brachystylis,19.7,NA,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.14128490929423854,2630
85,Athertonia_diversifolia,39.1,25,NA,mtlwrf,Athertonia diversifolia,0.58775,0.8195895000246082,2630
86,Endiandra_bessaphila,27.6,24,NA,mtlwrf,Endiandra bessaphila,0.65125,0.38060431065702754,2630
87,Doryphora_aromatica,43.9,27,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.9007709432446752,2630
88,Apodytes_brachystylis,26.7,20,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.30272497979673424,2630
88,Apodytes_brachystylis,36.5,NA,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.656914448216261,2630
89,Synoum_glandulosum,23.1,18,NA,mtlwrf,Synoum glandulosum,0.5431647000000001,0.2064879639657971,2630
90,Doryphora_aromatica,13.8,16,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.04991432493853025,2630
92,Castanospora_alphandii,39.5,28,NA,mtlwrf,Castanospora alphandi,0.59775125,0.8534918530940989,2630
93,Apodytes_brachystylis,33.7,18,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.5394949070833869,2630
94,Beilschmiedia_recurva,56.5,32,NA,mtlwrf,Beilschmiedia recurva,0.58685,2.0096104647457564,2630
95,Cryptocarya_grandis,20.7,21,NA,mtlwrf,Cryptocarya grandis,0.6922316619062667,0.1959736096286215,2630
96,Synoum_glandulosum,10.5,8.5,NA,mtlwrf,Synoum glandulosum,0.5431647000000001,0.02782598353933612,2630
97,Syzygium_trachyphloium,17.3,27,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.08789570238736097,2630
98,Endiandra_monothyra,10.2,12,NA,mtlwrf,Endiandra monothyra,0.65125,0.03051435476734439,2630
99,Doryphora_aromatica,20.2,21,NA,mtlwrf,Doryphora aromatica,0.4783866666666666,0.13115895861904356,2630
100,Gossia_lewisensis,11.1,9.5,NA,mtlwrf,Gossia lewisensis,0.7795,0.04476970659776025,2630
101,Syzygium_trachyphloium,75.4,28,NA,mtlwrf,Syzygium trachyphloium,0.473775,3.3082670723715646,2630
102,Synoum_glandulosum,13.2,18,NA,mtlwrf,Synoum glandulosum,0.5431647000000001,0.05007832864675726,2630
103,Apodytes_brachystylis,11.1,22,NA,mtlwrf,Apodytes brachystylis,0.55548875,0.03277781500198332,2630
104,Syzygium_trachyphloium,48.2,28,NA,mtlwrf,Syzygium trachyphloium,0.473775,1.1216447052660825,2630
105,Oraniopsis_appendiculata,14.8,5,NA,mtlwrf,Oraniopsis appendiculata,0.6602,0.0802484485449138,2630
106,Xanthophyllum_octandrum,38,35,NA,mtlwrf,Xanthophyllum octandrum,0.6807666666666666,0.874668895646954,2630
107,Endiandra_monothyra,10.3,12,NA,mtlwrf,Endiandra monothyra,0.65125,0.03129234762947926,2630
108,Sloanea_langii,22.9,26,NA,mtlwrf,Sloanea langii,0.5855225,0.21649169280879063,2630
109,Syzygium_trachyphloium,23.2,26,NA,mtlwrf,Syzygium trachyphloium,0.473775,0.18406467186785855,2630
