tree,species,dbh_cm,height_m,model_ht,site,species_matched,wood_density,agb,prec_90m
38,Macaranga_subdentata,16.7,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.078543470028925,4458
39,Brombya_platynema,11,NA,NA,dro,Melicope platynema,0.5609850000000001,0.03437776683931452,4458
40,Austromuellera_trinervia,10.3,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.03058950889413191,4458
41,Macaranga_subdentata,13.3,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.0439939654397573,4458
42,Litsea_fawcettiana,20,NA,NA,dro,Litsea fawcettiana,0.5113,0.14467190336457098,4458
43,Elaeocarpus_bancroftii,30.8,NA,NA,dro,Elaeocarpus bancroftii,0.7407975,0.5986790276119036,4458
44,Beilschmiedia_bancroftii,34.6,NA,NA,dro,Beilschmiedia bancroftii,0.5553684444285715,0.6124170111230407,4458
45,Licuala_ramsayi,11.5,NA,NA,dro,Licuala ramsayi,0.6602,0.04477272787739929,4458
46,NA_NA,11.9,NA,NA,dro,NA,NA,NA,4458
47,Acacia_celsa,99,NA,NA,dro,Racosperma celsum,0.5748500000000001,8.048656359177246,4458
48,Endiandra_monothyra,21,NA,NA,dro,Endiandra monothyra,0.65125,0.2043632493176172,4458
49,Garcinia_warrenii,16.8,NA,NA,dro,Garcinia warrenii,0.7951,0.1397941662974295,4458
50,Elaeocarpus_bancroftii,45.4,NA,NA,dro,Elaeocarpus bancroftii,0.7407975,1.5557491914749946,4458
51,Macaranga_subdentata,13.3,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.0439939654397573,4458
52,Endiandra_impressicosta,11,NA,NA,dro,Endiandra impressicosta,0.6825,0.04117532319918599,4458
53,Macaranga_subdentata,11.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03030496107193159,4458
54,Macaranga_subdentata,12.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03753516148140898,4458
55,Melicope_jonesii,53.6,NA,NA,dro,Melicope jonesii,0.53395,1.7247501754714103,4458
56,Decaspermum_humile,35.7,NA,NA,dro,Decaspermum humile,0.68892875,0.8066909667882628,4458
57,Gardenia_ovularis,12,NA,NA,dro,Gardenia ovularis,0.7164625,0.05384727264164379,4458
58,Licuala_ramsayi,14.1,NA,NA,dro,Licuala ramsayi,0.6602,0.07545327479269057,4458
59,Licuala_ramsayi,13.2,NA,NA,dro,Licuala ramsayi,0.6602,0.06375469021228884,4458
60,Licuala_ramsayi,12.9,NA,NA,dro,Licuala ramsayi,0.6602,0.0601131360383686,4458
61,Macaranga_subdentata,22.3,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.16288360212680836,4458
62,Planchonella_chartacea,17.5,NA,NA,dro,Planchonella chartacea,0.7392996833500001,0.1449833713410401,4458
63,Normanbya_normanbyi,13.5,NA,NA,dro,Normanbya normanbyi,0.8827625,0.08821958777781798,4458
65,Licuala_ramsayi,12.1,NA,NA,dro,Licuala ramsayi,0.6602,0.05101827400709293,4458
67,Planchonella_chartacea,41,NA,NA,dro,Planchonella chartacea,0.7392996833500001,1.2098914006590429,4458
68,Ormosia_ormondii,17.5,NA,NA,dro,Ormosia ormondii,0.4691225,0.09539819126651196,4458
69,Licuala_ramsayi,12.5,NA,NA,dro,Licuala ramsayi,0.6602,0.05545466852283432,4458
70,Polyscias_australiana,17.4,NA,NA,dro,Polyscias australiana,0.4827225,0.09652969756373392,4458
71,Macaranga_subdentata,21.1,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.14175724146742902,4458
71,Macaranga_subdentata,12.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03753516148140898,4458
72,Beilschmiedia_bancroftii,20,NA,NA,dro,Beilschmiedia bancroftii,0.5553684444285715,0.15610816860024251,4458
73,Macaranga_subdentata,14.9,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.05878436015154723,4458
74,Licuala_ramsayi,14,NA,NA,dro,Licuala ramsayi,0.6602,0.07409539135087848,4458
75,Flindersia_bourjotiana,34.8,NA,NA,dro,Flindersia bourjotiana,0.5350248889166667,0.6002208569795198,4458
76,Austromuellera_trinervia,18.8,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.14209041907259456,4458
77,Endiandra_microneura,62.9,NA,NA,dro,Endiandra microneura,0.6527499999999999,3.0564943991558304,4458
78,Backhousia_hughesii,11.7,NA,NA,dro,Backhousia hughesii,0.8698049999999999,0.06031792105155648,4458
79,Austromuellera_trinervia,16.9,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.10852209306062502,4458
80,Flindersia_bourjotiana,31.5,NA,NA,dro,Flindersia bourjotiana,0.5350248889166667,0.4691672698875988,4458
81,Licuala_ramsayi,18,NA,NA,dro,Licuala ramsayi,0.6602,0.14029626737530848,4458
82,Syzygium_kuranda,41.2,NA,NA,dro,Syzygium kuranda,0.6855122127142856,1.1421970282075802,4458
83,Lepidozamia_hopei,16.5,NA,NA,dro,Lepidozamia hopei,0.885,0.14738585226300444,4458
84,Emmenosperma_cunninghamii,16.7,NA,NA,dro,Emmenosperma cunninghamii,0.6339,0.1117798090484498,4458
85,Macaranga_subdentata,11.9,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03308658252063164,4458
86,Macaranga_subdentata,15.7,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.06714867682313652,4458
88,Xylopia_maccreae,18.1,NA,NA,dro,Xylopia maccreai,0.6281,0.13589691402629392,4458
89,Macaranga_subdentata,14.1,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.05107145942958049,4458
90,Flindersia_bourjotiana,45,NA,NA,dro,Flindersia bourjotiana,0.5350248889166667,1.128480951773629,4458
91,Flindersia_bourjotiana,52.4,NA,NA,dro,Flindersia bourjotiana,0.5350248889166667,1.6354693503655082,4458
92,Endiandra_microneura,38.5,NA,NA,dro,Endiandra microneura,0.6527499999999999,0.9244584794450674,4458
93,Brombya_platynema,10.7,NA,NA,dro,Melicope platynema,0.5609850000000001,0.0320148034333702,4458
94,Licuala_ramsayi,12.8,NA,NA,dro,Licuala ramsayi,0.6602,0.05892751984488167,4458
95,Macaranga_subdentata,21.6,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.1503506588707664,4458
96,Brombya_platynema,12.6,NA,NA,dro,Melicope platynema,0.5609850000000001,0.04872150334867085,4458
97,Macaranga_subdentata,12.3,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03601509906045005,4458
98,Cerbera_floribunda,31.7,NA,NA,dro,Cerbera floribunda,0.44476,0.4020577992897313,4458
99,Macaranga_subdentata,13.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.04570467105572423,4458
100,a_liana,10.2,NA,NA,dro,NA,NA,NA,4458
102,Macaranga_subdentata,20,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.12388829319033089,4458
103,Macaranga_subdentata,17.4,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.08715511800051325,4458
104,Ormosia_ormondii,12.7,NA,NA,dro,Ormosia ormondii,0.4691225,0.04217388018203087,4458
105,Normanbya_normanbyi,13.1,NA,NA,dro,Normanbya normanbyi,0.8827625,0.08169019237998608,4458
106,Macaranga_subdentata,12.3,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03601509906045005,4458
107,Litsea_leefeana,10.9,NA,NA,dro,Litsea leefeana,0.4270594375,0.02612480333789881,4458
108,Acacia_celsa,34.4,NA,NA,dro,Racosperma celsum,0.5748500000000001,0.6231761052133317,4458
109,Polyscias_australiana,10.8,NA,NA,dro,Polyscias australiana,0.4827225,0.02855681188970009,4458
110,Austromuellera_trinervia,18.9,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.1440061258431312,4458
111,Macaranga_subdentata,20.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.13183514620402292,4458
112,Austromuellera_trinervia,17.8,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.12375840633475611,4458
113,Macaranga_subdentata,18.8,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.10598964913469884,4458
114,Licuala_ramsayi,16,NA,NA,dro,Licuala ramsayi,0.6602,0.1040926904048068,4458
115,Licuala_ramsayi,13.2,NA,NA,dro,Licuala ramsayi,0.6602,0.06375469021228884,4458
116,Licuala_ramsayi,15.8,NA,NA,dro,Licuala ramsayi,0.6602,0.10081934606861874,4458
117,Macaranga_subdentata,12.6,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03830926737506535,4458
118,Normanbya_normanbyi,11.1,NA,NA,dro,Normanbya normanbyi,0.8827625,0.05340481288135602,4458
120,Medicosma_fareana,11.6,NA,NA,dro,Medicosma fareana,0.6759425,0.04678357160097787,4458
121,Macaranga_subdentata,13.4,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.04484446759701822,4458
121,Macaranga_subdentata,11.1,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.02766788495636805,4458
122,Lepidozamia_hopei,12.9,NA,NA,dro,Lepidozamia hopei,0.885,0.07872011119809844,4458
123,Macaranga_subdentata,15.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.06499567679472679,4458
124,Licuala_ramsayi,11.7,NA,NA,dro,Licuala ramsayi,0.6602,0.04680060679740186,4458
125,Licuala_ramsayi,13,NA,NA,dro,Licuala ramsayi,0.6602,0.06131283634503327,4458
126,Macaranga_subdentata,15.4,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.06393473168839592,4458
127,Austromuellera_trinervia,40.2,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.9425930230102112,4458
128,Normanbya_normanbyi,13.9,NA,NA,dro,Normanbya normanbyi,0.8827625,0.09504960670842875,4458
129,Ormosia_ormondii,31.1,NA,NA,dro,Ormosia ormondii,0.4691225,0.40275582948853406,4458
130,Medicosma_fareana,10.8,NA,NA,dro,Medicosma fareana,0.6759425,0.03892775888091318,4458
131,Medicosma_fareana,11.7,NA,NA,dro,Medicosma fareana,0.6759425,0.04782658701868041,4458
132,Licuala_ramsayi,13.7,NA,NA,dro,Licuala ramsayi,0.6602,0.0701092829263403,4458
133,Macaranga_subdentata,16,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.07045639343727951,4458
134,Flindersia_bourjotiana,38.2,NA,NA,dro,Flindersia bourjotiana,0.5350248889166667,0.7551789573358154,4458
135,Macaranga_subdentata,14.2,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.05200048835628513,4458
136,Medicosma_fareana,11.3,NA,NA,dro,Medicosma fareana,0.6759425,0.04373647720773627,4458
137,Melicope_jonesii,32,NA,NA,dro,Melicope jonesii,0.53395,0.4869239373409704,4458
138,Licuala_ramsayi,19.5,NA,NA,dro,Licuala ramsayi,0.6602,0.17171972722128662,4458
139,Melicope_vitiflora,38.1,NA,NA,dro,Melicope vitiflora,0.50525725,0.7118224256961455,4458
140,Grevillea_baileyana,45.1,NA,NA,dro,Grevillea baileyana,0.7890766666666666,1.622317408043597,4458
141,Macaranga_subdentata,17.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.08842873065404022,4458
142,Brombya_platynema,10.2,NA,NA,dro,Melicope platynema,0.5609850000000001,0.02829788925351917,4458
143,Brombya_platynema,12.5,NA,NA,dro,Melicope platynema,0.5609850000000001,0.0477369999771824,4458
144,Macaranga_subdentata,22.4,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.1647222381979384,4458
145,Carnarvonia_araliifolia,72.5,NA,NA,dro,Carnarvonia araliifolia,0.5855225,3.892772351533738,4458
146,Antirhea_tenuiflora,11.8,NA,NA,dro,Antirhea tenuiflora,0.6663,0.04824127542149101,4458
147,Backhousia_hughesii,17,NA,NA,dro,Backhousia hughesii,0.8698049999999999,0.156460509746791,4458
148,Niemeyera_prunifera,11.5,NA,NA,dro,Niemeyera prunifera,0.6232443750000001,0.04246116263644922,4458
149,Austromuellera_trinervia,17.2,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.1134696933883596,4458
150,Cerbera_floribunda,27.2,NA,NA,dro,Cerbera floribunda,0.44476,0.27488651715141743,4458
151,Pitaviaster_haplophyllus,10.5,NA,NA,dro,Pitaviaster haplophyllus,0.6556,0.03519803941446222,4458
152,Licuala_ramsayi,13.6,NA,NA,dro,Licuala ramsayi,0.6602,0.06880960135966512,4458
153,Macaranga_subdentata,20.2,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.12703216949362922,4458
154,Macaranga_subdentata,11.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03030496107193159,4458
155,Flindersia_bourjotiana,48.5,NA,NA,dro,Flindersia bourjotiana,0.5350248889166667,1.3548526737460804,4458
156,Macaranga_subdentata,18.9,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.10741863421180252,4458
157,Pitaviaster_haplophyllus,12.9,NA,NA,dro,Pitaviaster haplophyllus,0.6556,0.05972759404161795,4458
158,Macaranga_subdentata,11,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.02703092004735693,4458
159,Elaeocarpus_bancroftii,17.4,NA,NA,dro,Elaeocarpus bancroftii,0.7407975,0.1431616102011478,4458
160,Flindersia_bourjotiana,52.5,NA,NA,dro,Flindersia bourjotiana,0.5350248889166667,1.6430645123187195,4458
161,Antirhea_tenuiflora,14.8,NA,NA,dro,Antirhea tenuiflora,0.6663,0.08609743653107202,4458
162,Melicope_jonesii,40,NA,NA,dro,Melicope jonesii,0.53395,0.8440780723839206,4458
163,Medicosma_fareana,16.5,NA,NA,dro,Medicosma fareana,0.6759425,0.11501576952823712,4458
164,Endiandra_microneura,20,NA,NA,dro,Endiandra microneura,0.6527499999999999,0.18113175093055128,4458
165,Medicosma_fareana,10.8,NA,NA,dro,Medicosma fareana,0.6759425,0.03892775888091318,4458
166,Gomphandra_australiana,12.5,NA,NA,dro,Gomphandra australiana,0.46874,0.04046309020819626,4458
167,Carnarvonia_araliifolia,61,NA,NA,dro,Carnarvonia araliifolia,0.5855225,2.5681358889548713,4458
168,Macaranga_subdentata,16.1,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.07157994025548263,4458
169,Lepidozamia_hopei,10.1,NA,NA,dro,Lepidozamia hopei,0.885,0.04196698815600151,4458
170,Medicosma_fareana,15,NA,NA,dro,Medicosma fareana,0.6759425,0.0902765610681415,4458
171,Austromuellera_trinervia,22,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.2110653600941972,4458
172,Macaranga_subdentata,13.3,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.0439939654397573,4458
173,Fagraea_cambagei,14.3,NA,NA,dro,Fagraea gracilipes,0.79298998266,0.09258124990360182,4458
174,Ormosia_ormondii,12.2,NA,NA,dro,Ormosia ormondii,0.4691225,0.03804878426403783,4458
175,Sloanea_langii,54.5,NA,NA,dro,Sloanea langii,0.5855225,1.9549216474689517,4458
177,Macaranga_subdentata,20.8,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.13674329089250914,4458
178,Cryptocarya_mackinnoniana,25.1,NA,NA,dro,Cryptocarya mackinnoniana,0.6498410195925927,0.3189028637164891,4458
179,Macaranga_subdentata,14.8,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.0577849451065565,4458
180,Carnarvonia_araliifolia,39,NA,NA,dro,Carnarvonia araliifolia,0.5855225,0.8634234418301752,4458
181,Medicosma_fareana,11.9,NA,NA,dro,Medicosma fareana,0.6759425,0.04995392790794168,4458
182,Macaranga_subdentata,10.2,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.02225036854476758,4458
183,Austromuellera_trinervia,32.6,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.5624076105514876,4458
184,Elaeocarpus_bancroftii,28.2,NA,NA,dro,Elaeocarpus bancroftii,0.7407975,0.48092935482030863,4458
185,Niemeyera_prunifera,17.5,NA,NA,dro,Niemeyera prunifera,0.6232443750000001,0.12390006722409692,4458
186,Licuala_ramsayi,12.6,NA,NA,dro,Licuala ramsayi,0.6602,0.05659833712688567,4458
187,Carnarvonia_araliifolia,32,NA,NA,dro,Carnarvonia araliifolia,0.5855225,0.5300417957364427,4458
188,Sloanea_langii,29.5,NA,NA,dro,Sloanea langii,0.5855225,0.43322870522893886,4458
189,Licuala_ramsayi,18.5,NA,NA,dro,Licuala ramsayi,0.6602,0.15035588330226138,4458
190,Licuala_ramsayi,13.1,NA,NA,dro,Licuala ramsayi,0.6602,0.06252667106576938,4458
191,Carnarvonia_araliifolia,43.5,NA,NA,dro,Carnarvonia araliifolia,0.5855225,1.1285711667247624,4458
192,Carnarvonia_araliifolia,37.5,NA,NA,dro,Carnarvonia araliifolia,0.5855225,0.7840332814039513,4458
193,Licuala_ramsayi,11.9,NA,NA,dro,Licuala ramsayi,0.6602,0.04888231177968431,4458
194,Carnarvonia_araliifolia,19.1,NA,NA,dro,Carnarvonia araliifolia,0.5855225,0.14592948415569648,4458
195,Antirhea_tenuiflora,10.8,NA,NA,dro,Antirhea tenuiflora,0.6663,0.0384164461437874,4458
196,Brombya_platynema,11.3,NA,NA,dro,Melicope platynema,0.5609850000000001,0.0368419748844597,4458
197,Austromuellera_trinervia,23.1,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.238538548072189,4458
198,Brombya_platynema,11.6,NA,NA,dro,Melicope platynema,0.5609850000000001,0.03940873339528297,4458
199,Licuala_ramsayi,13.6,NA,NA,dro,Licuala ramsayi,0.6602,0.06880960135966512,4458
200,Licuala_ramsayi,17.4,NA,NA,dro,Licuala ramsayi,0.6602,0.1287634843713358,4458
201,Macaranga_subdentata,19.9,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.12233371518012756,4458
202,Licuala_ramsayi,12.4,NA,NA,dro,Licuala ramsayi,0.6602,0.05432487986553029,4458
203,Licuala_ramsayi,16.5,NA,NA,dro,Licuala ramsayi,0.6602,0.11254844095584678,4458
204,Licuala_ramsayi,13.7,NA,NA,dro,Licuala ramsayi,0.6602,0.0701092829263403,4458
205,Licuala_ramsayi,12.8,NA,NA,dro,Licuala ramsayi,0.6602,0.05892751984488167,4458
206,Melicope_jonesii,43.9,NA,NA,dro,Melicope jonesii,0.53395,1.0602476012157576,4458
207,Licuala_ramsayi,10.5,NA,NA,dro,Licuala ramsayi,0.6602,0.0354252429811772,4458
208,Normanbya_normanbyi,12.9,NA,NA,dro,Normanbya normanbyi,0.8827625,0.07853694373674994,4458
209,Niemeyera_prunifera,10.1,NA,NA,dro,Niemeyera prunifera,0.6232443750000001,0.0303927371847466,4458
210,Austromuellera_trinervia,14.7,NA,NA,dro,Austromuellera trinervia,0.5940449999999999,0.07614065936243228,4458
211,Carnarvonia_araliifolia,30.3,NA,NA,dro,Carnarvonia araliifolia,0.5855225,0.4629763806837637,4458
213,Macaranga_subdentata,13.5,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.04570467105572423,4458
214,Brombya_platynema,12.7,NA,NA,dro,Melicope platynema,0.5609850000000001,0.04971799931107204,4458
215,Licuala_ramsayi,15.5,NA,NA,dro,Licuala ramsayi,0.6602,0.0960249954926676,4458
216,Cryptocarya_hypospodia,34.3,NA,NA,dro,Cryptocarya hypospodia,0.596936,0.6405547120335467,4458
217,Brombya_platynema,10.7,NA,NA,dro,Melicope platynema,0.5609850000000001,0.0320148034333702,4458
218,Carnarvonia_araliifolia,20.8,NA,NA,dro,Carnarvonia araliifolia,0.5855225,0.18089734540025543,4458
219,Brombya_platynema,14.1,NA,NA,dro,Melicope platynema,0.5609850000000001,0.06495238494796636,4458
220,Elaeocarpus_bancroftii,23.4,NA,NA,dro,Elaeocarpus bancroftii,0.7407975,0.3018764295476973,4458
221,Medicosma_fareana,16.4,NA,NA,dro,Medicosma fareana,0.6759425,0.1132555592435384,4458
222,Macaranga_subdentata,12.2,NA,NA,dro,Macaranga subdentata,0.4320000000000001,0.03526907219864005,4458
223,Celtis_paniculata,10.8,NA,NA,dro,Celtis paniculata,0.6095008333333334,0.03539225230574931,4458
